,indicator,result
4569,EMA7200 / EMA9800,0.0
4570,EMA7200 / EMA9900,0.0
4571,EMA7200 / EMA10000,0.0
4572,EMA7300 / EMA7400,0.0
4573,EMA7300 / EMA7500,0.0
4574,EMA7300 / EMA7600,0.0
4575,EMA7300 / EMA7700,0.0
4576,EMA7300 / EMA7800,0.0
4577,EMA7300 / EMA7900,0.0
4578,EMA7300 / EMA8000,0.0
4579,EMA7300 / EMA8100,0.0
4580,EMA7300 / EMA8200,0.0
4581,EMA7300 / EMA8300,0.0
4582,EMA7300 / EMA8400,0.0
4583,EMA7300 / EMA8500,0.0
4584,EMA7300 / EMA8600,0.0
4585,EMA7300 / EMA8700,0.0
4586,EMA7300 / EMA8800,0.0
4587,EMA7300 / EMA8900,0.0
4588,EMA7300 / EMA9000,0.0
4589,EMA7300 / EMA9100,0.0
4590,EMA7300 / EMA9200,0.0
4591,EMA7300 / EMA9300,0.0
4592,EMA7300 / EMA9400,0.0
4593,EMA7300 / EMA9500,0.0
4594,EMA7300 / EMA9600,0.0
4595,EMA7300 / EMA9700,0.0
4596,EMA7300 / EMA9800,0.0
4597,EMA7300 / EMA9900,0.0
4598,EMA7300 / EMA10000,0.0
4599,EMA7400 / EMA7500,0.0
4600,EMA7400 / EMA7600,0.0
4601,EMA7400 / EMA7700,0.0
4602,EMA7400 / EMA7800,0.0
4603,EMA7400 / EMA7900,0.0
4604,EMA7400 / EMA8000,0.0
4605,EMA7400 / EMA8100,0.0
4606,EMA7400 / EMA8200,0.0
4607,EMA7400 / EMA8300,0.0
4608,EMA7400 / EMA8400,0.0
4609,EMA7400 / EMA8500,0.0
4610,EMA7400 / EMA8600,0.0
4611,EMA7400 / EMA8700,0.0
4612,EMA7400 / EMA8800,0.0
4613,EMA7400 / EMA8900,0.0
4614,EMA7400 / EMA9000,0.0
4615,EMA7400 / EMA9100,0.0
4616,EMA7400 / EMA9200,0.0
4617,EMA7400 / EMA9300,0.0
4618,EMA7400 / EMA9400,0.0
4619,EMA7400 / EMA9500,0.0
4620,EMA7400 / EMA9600,0.0
4621,EMA7400 / EMA9700,0.0
4622,EMA7400 / EMA9800,0.0
4623,EMA7400 / EMA9900,0.0
4624,EMA7400 / EMA10000,0.0
4625,EMA7500 / EMA7600,0.0
4626,EMA7500 / EMA7700,0.0
4627,EMA7500 / EMA7800,0.0
4628,EMA7500 / EMA7900,0.0
4629,EMA7500 / EMA8000,0.0
4630,EMA7500 / EMA8100,0.0
4631,EMA7500 / EMA8200,0.0
4632,EMA7500 / EMA8300,0.0
4633,EMA7500 / EMA8400,0.0
4634,EMA7500 / EMA8500,0.0
4635,EMA7500 / EMA8600,0.0
4636,EMA7500 / EMA8700,0.0
4637,EMA7500 / EMA8800,0.0
4638,EMA7500 / EMA8900,0.0
4639,EMA7500 / EMA9000,0.0
4640,EMA7500 / EMA9100,0.0
4641,EMA7500 / EMA9200,0.0
4642,EMA7500 / EMA9300,0.0
4643,EMA7500 / EMA9400,0.0
4644,EMA7500 / EMA9500,0.0
4645,EMA7500 / EMA9600,0.0
4646,EMA7500 / EMA9700,0.0
4647,EMA7500 / EMA9800,0.0
4648,EMA7500 / EMA9900,0.0
4649,EMA7500 / EMA10000,0.0
4650,EMA7600 / EMA7700,0.0
4651,EMA7600 / EMA7800,0.0
4652,EMA7600 / EMA7900,0.0
4653,EMA7600 / EMA8000,0.0
4654,EMA7600 / EMA8100,0.0
4655,EMA7600 / EMA8200,0.0
4656,EMA7600 / EMA8300,0.0
4657,EMA7600 / EMA8400,0.0
4658,EMA7600 / EMA8500,0.0
4659,EMA7600 / EMA8600,0.0
4660,EMA7600 / EMA8700,0.0
4661,EMA7600 / EMA8800,0.0
4662,EMA7600 / EMA8900,0.0
4663,EMA7600 / EMA9000,0.0
4664,EMA7600 / EMA9100,0.0
4665,EMA7600 / EMA9200,0.0
4666,EMA7600 / EMA9300,0.0
4667,EMA7600 / EMA9400,0.0
4668,EMA7600 / EMA9500,0.0
4669,EMA7600 / EMA9600,0.0
4670,EMA7600 / EMA9700,0.0
4671,EMA7600 / EMA9800,0.0
4672,EMA7600 / EMA9900,0.0
4673,EMA7600 / EMA10000,0.0
4674,EMA7700 / EMA7800,0.0
4675,EMA7700 / EMA7900,0.0
4676,EMA7700 / EMA8000,0.0
4677,EMA7700 / EMA8100,0.0
4678,EMA7700 / EMA8200,0.0
4679,EMA7700 / EMA8300,0.0
4680,EMA7700 / EMA8400,0.0
4681,EMA7700 / EMA8500,0.0
4682,EMA7700 / EMA8600,0.0
4683,EMA7700 / EMA8700,0.0
4684,EMA7700 / EMA8800,0.0
4685,EMA7700 / EMA8900,0.0
4686,EMA7700 / EMA9000,0.0
4687,EMA7700 / EMA9100,0.0
4688,EMA7700 / EMA9200,0.0
4689,EMA7700 / EMA9300,0.0
4690,EMA7700 / EMA9400,0.0
4691,EMA7700 / EMA9500,0.0
4692,EMA7700 / EMA9600,0.0
4693,EMA7700 / EMA9700,0.0
4694,EMA7700 / EMA9800,0.0
4695,EMA7700 / EMA9900,0.0
4696,EMA7700 / EMA10000,0.0
4697,EMA7800 / EMA7900,0.0
4698,EMA7800 / EMA8000,0.0
4699,EMA7800 / EMA8100,0.0
4700,EMA7800 / EMA8200,0.0
4701,EMA7800 / EMA8300,0.0
4702,EMA7800 / EMA8400,0.0
4703,EMA7800 / EMA8500,0.0
4704,EMA7800 / EMA8600,0.0
4705,EMA7800 / EMA8700,0.0
4706,EMA7800 / EMA8800,0.0
4707,EMA7800 / EMA8900,0.0
4708,EMA7800 / EMA9000,0.0
4709,EMA7800 / EMA9100,0.0
4710,EMA7800 / EMA9200,0.0
4711,EMA7800 / EMA9300,0.0
4712,EMA7800 / EMA9400,0.0
4713,EMA7800 / EMA9500,0.0
4714,EMA7800 / EMA9600,0.0
4715,EMA7800 / EMA9700,0.0
4716,EMA7800 / EMA9800,0.0
4717,EMA7800 / EMA9900,0.0
4718,EMA7800 / EMA10000,0.0
4719,EMA7900 / EMA8000,0.0
4720,EMA7900 / EMA8100,0.0
4721,EMA7900 / EMA8200,0.0
4722,EMA7900 / EMA8300,0.0
4723,EMA7900 / EMA8400,0.0
4724,EMA7900 / EMA8500,0.0
4725,EMA7900 / EMA8600,0.0
4726,EMA7900 / EMA8700,0.0
4727,EMA7900 / EMA8800,0.0
4728,EMA7900 / EMA8900,0.0
4729,EMA7900 / EMA9000,0.0
4730,EMA7900 / EMA9100,0.0
4731,EMA7900 / EMA9200,0.0
4732,EMA7900 / EMA9300,0.0
4733,EMA7900 / EMA9400,0.0
4734,EMA7900 / EMA9500,0.0
4735,EMA7900 / EMA9600,0.0
4736,EMA7900 / EMA9700,0.0
4737,EMA7900 / EMA9800,0.0
4738,EMA7900 / EMA9900,0.0
4739,EMA7900 / EMA10000,0.0
4740,EMA8000 / EMA8100,0.0
4741,EMA8000 / EMA8200,0.0
4742,EMA8000 / EMA8300,0.0
4743,EMA8000 / EMA8400,0.0
4744,EMA8000 / EMA8500,0.0
4745,EMA8000 / EMA8600,0.0
4746,EMA8000 / EMA8700,0.0
4747,EMA8000 / EMA8800,0.0
4748,EMA8000 / EMA8900,0.0
4749,EMA8000 / EMA9000,0.0
4750,EMA8000 / EMA9100,0.0
4751,EMA8000 / EMA9200,0.0
4752,EMA8000 / EMA9300,0.0
4753,EMA8000 / EMA9400,0.0
4754,EMA8000 / EMA9500,0.0
4755,EMA8000 / EMA9600,0.0
4756,EMA8000 / EMA9700,0.0
4757,EMA8000 / EMA9800,0.0
4758,EMA8000 / EMA9900,0.0
4759,EMA8000 / EMA10000,0.0
4760,EMA8100 / EMA8200,0.0
4761,EMA8100 / EMA8300,0.0
4762,EMA8100 / EMA8400,0.0
4763,EMA8100 / EMA8500,0.0
4764,EMA8100 / EMA8600,0.0
4765,EMA8100 / EMA8700,0.0
4766,EMA8100 / EMA8800,0.0
4767,EMA8100 / EMA8900,0.0
4768,EMA8100 / EMA9000,0.0
4769,EMA8100 / EMA9100,0.0
4770,EMA8100 / EMA9200,0.0
4771,EMA8100 / EMA9300,0.0
4772,EMA8100 / EMA9400,0.0
4773,EMA8100 / EMA9500,0.0
4774,EMA8100 / EMA9600,0.0
4775,EMA8100 / EMA9700,0.0
4776,EMA8100 / EMA9800,0.0
4777,EMA8100 / EMA9900,0.0
4778,EMA8100 / EMA10000,0.0
4779,EMA8200 / EMA8300,0.0
4780,EMA8200 / EMA8400,0.0
4781,EMA8200 / EMA8500,0.0
4782,EMA8200 / EMA8600,0.0
4783,EMA8200 / EMA8700,0.0
4784,EMA8200 / EMA8800,0.0
4785,EMA8200 / EMA8900,0.0
4786,EMA8200 / EMA9000,0.0
4787,EMA8200 / EMA9100,0.0
4788,EMA8200 / EMA9200,0.0
4789,EMA8200 / EMA9300,0.0
4790,EMA8200 / EMA9400,0.0
4791,EMA8200 / EMA9500,0.0
4792,EMA8200 / EMA9600,0.0
4793,EMA8200 / EMA9700,0.0
4794,EMA8200 / EMA9800,0.0
4795,EMA8200 / EMA9900,0.0
4796,EMA8200 / EMA10000,0.0
4797,EMA8300 / EMA8400,0.0
4798,EMA8300 / EMA8500,0.0
4799,EMA8300 / EMA8600,0.0
4800,EMA8300 / EMA8700,0.0
4801,EMA8300 / EMA8800,0.0
4802,EMA8300 / EMA8900,0.0
4803,EMA8300 / EMA9000,0.0
4804,EMA8300 / EMA9100,0.0
4805,EMA8300 / EMA9200,0.0
4806,EMA8300 / EMA9300,0.0
4807,EMA8300 / EMA9400,0.0
4808,EMA8300 / EMA9500,0.0
4809,EMA8300 / EMA9600,0.0
4810,EMA8300 / EMA9700,0.0
4811,EMA8300 / EMA9800,0.0
4812,EMA8300 / EMA9900,0.0
4813,EMA8300 / EMA10000,0.0
4814,EMA8400 / EMA8500,0.0
4815,EMA8400 / EMA8600,0.0
4816,EMA8400 / EMA8700,0.0
4817,EMA8400 / EMA8800,0.0
4818,EMA8400 / EMA8900,0.0
4819,EMA8400 / EMA9000,0.0
4820,EMA8400 / EMA9100,0.0
4821,EMA8400 / EMA9200,0.0
4822,EMA8400 / EMA9300,0.0
4823,EMA8400 / EMA9400,0.0
4824,EMA8400 / EMA9500,0.0
4825,EMA8400 / EMA9600,0.0
4826,EMA8400 / EMA9700,0.0
4827,EMA8400 / EMA9800,0.0
4828,EMA8400 / EMA9900,0.0
4829,EMA8400 / EMA10000,0.0
4830,EMA8500 / EMA8600,0.0
4831,EMA8500 / EMA8700,0.0
4832,EMA8500 / EMA8800,0.0
4833,EMA8500 / EMA8900,0.0
4834,EMA8500 / EMA9000,0.0
4835,EMA8500 / EMA9100,0.0
4836,EMA8500 / EMA9200,0.0
4837,EMA8500 / EMA9300,0.0
4838,EMA8500 / EMA9400,0.0
4839,EMA8500 / EMA9500,0.0
4840,EMA8500 / EMA9600,0.0
4841,EMA8500 / EMA9700,0.0
4842,EMA8500 / EMA9800,0.0
4843,EMA8500 / EMA9900,0.0
4844,EMA8500 / EMA10000,0.0
4845,EMA8600 / EMA8700,0.0
4846,EMA8600 / EMA8800,0.0
4847,EMA8600 / EMA8900,0.0
4848,EMA8600 / EMA9000,0.0
4849,EMA8600 / EMA9100,0.0
4850,EMA8600 / EMA9200,0.0
4851,EMA8600 / EMA9300,0.0
4852,EMA8600 / EMA9400,0.0
4853,EMA8600 / EMA9500,0.0
4854,EMA8600 / EMA9600,0.0
4855,EMA8600 / EMA9700,0.0
4856,EMA8600 / EMA9800,0.0
4857,EMA8600 / EMA9900,0.0
4858,EMA8600 / EMA10000,0.0
4859,EMA8700 / EMA8800,0.0
4860,EMA8700 / EMA8900,0.0
4861,EMA8700 / EMA9000,0.0
4862,EMA8700 / EMA9100,0.0
4863,EMA8700 / EMA9200,0.0
4864,EMA8700 / EMA9300,0.0
4865,EMA8700 / EMA9400,0.0
4866,EMA8700 / EMA9500,0.0
4867,EMA8700 / EMA9600,0.0
4868,EMA8700 / EMA9700,0.0
4869,EMA8700 / EMA9800,0.0
4870,EMA8700 / EMA9900,0.0
4871,EMA8700 / EMA10000,0.0
4872,EMA8800 / EMA8900,0.0
4873,EMA8800 / EMA9000,0.0
4874,EMA8800 / EMA9100,0.0
4875,EMA8800 / EMA9200,0.0
4876,EMA8800 / EMA9300,0.0
4877,EMA8800 / EMA9400,0.0
4878,EMA8800 / EMA9500,0.0
4879,EMA8800 / EMA9600,0.0
4880,EMA8800 / EMA9700,0.0
4881,EMA8800 / EMA9800,0.0
4882,EMA8800 / EMA9900,0.0
4883,EMA8800 / EMA10000,0.0
4884,EMA8900 / EMA9000,0.0
4885,EMA8900 / EMA9100,0.0
4886,EMA8900 / EMA9200,0.0
4887,EMA8900 / EMA9300,0.0
4888,EMA8900 / EMA9400,0.0
4889,EMA8900 / EMA9500,0.0
4890,EMA8900 / EMA9600,0.0
4891,EMA8900 / EMA9700,0.0
4892,EMA8900 / EMA9800,0.0
4893,EMA8900 / EMA9900,0.0
4894,EMA8900 / EMA10000,0.0
4895,EMA9000 / EMA9100,0.0
4896,EMA9000 / EMA9200,0.0
4897,EMA9000 / EMA9300,0.0
4898,EMA9000 / EMA9400,0.0
4899,EMA9000 / EMA9500,0.0
4900,EMA9000 / EMA9600,0.0
4901,EMA9000 / EMA9700,0.0
4902,EMA9000 / EMA9800,0.0
4903,EMA9000 / EMA9900,0.0
4904,EMA9000 / EMA10000,0.0
4905,EMA9100 / EMA9200,0.0
4906,EMA9100 / EMA9300,0.0
4907,EMA9100 / EMA9400,0.0
4908,EMA9100 / EMA9500,0.0
4909,EMA9100 / EMA9600,0.0
4910,EMA9100 / EMA9700,0.0
4911,EMA9100 / EMA9800,0.0
4912,EMA9100 / EMA9900,0.0
4913,EMA9100 / EMA10000,0.0
4914,EMA9200 / EMA9300,0.0
4915,EMA9200 / EMA9400,0.0
4916,EMA9200 / EMA9500,0.0
4917,EMA9200 / EMA9600,0.0
4918,EMA9200 / EMA9700,0.0
4919,EMA9200 / EMA9800,0.0
4920,EMA9200 / EMA9900,0.0
4921,EMA9200 / EMA10000,0.0
4922,EMA9300 / EMA9400,0.0
4923,EMA9300 / EMA9500,0.0
4924,EMA9300 / EMA9600,0.0
4925,EMA9300 / EMA9700,0.0
4926,EMA9300 / EMA9800,0.0
4927,EMA9300 / EMA9900,0.0
4928,EMA9300 / EMA10000,0.0
4929,EMA9400 / EMA9500,0.0
4930,EMA9400 / EMA9600,0.0
4931,EMA9400 / EMA9700,0.0
4932,EMA9400 / EMA9800,0.0
4933,EMA9400 / EMA9900,0.0
4934,EMA9400 / EMA10000,0.0
4935,EMA9500 / EMA9600,0.0
4936,EMA9500 / EMA9700,0.0
4937,EMA9500 / EMA9800,0.0
4938,EMA9500 / EMA9900,0.0
4939,EMA9500 / EMA10000,0.0
4940,EMA9600 / EMA9700,0.0
4941,EMA9600 / EMA9800,0.0
4942,EMA9600 / EMA9900,0.0
4943,EMA9600 / EMA10000,0.0
4944,EMA9700 / EMA9800,0.0
4945,EMA9700 / EMA9900,0.0
4946,EMA9700 / EMA10000,0.0
4947,EMA9800 / EMA9900,0.0
4948,EMA9800 / EMA10000,0.0
4949,EMA9900 / EMA10000,0.0
